"id","text","created_at","occurrence","statement_text"
"3922","Gabriel","","1","Arduino"
"3923","Gabriel","","1","Final fantasy"
"3924","Gabriel","","1","Give me hardest problem in kattis"
"3925","Gabriel","","1","While true: Gabriel is gay"
"3926","Gabriel","","3","What do you want"
"3927","Gabriel","","2","Suck"
"3928","Gabriel","","3","My dick"
"3929","O chin chin ga daisuki nandayo","","3","My dick"
"3930","Sumimaesen","","6","My dick"
"3931","Smu","","3","My dick"
"3932","Suck","","3","My dick"
"3933","Gabriel","","1","To drink your semen"
"3934","What do you want? ","","1","To drink your semen"
"3935","Gabriel","","1","What do you want?"
"3936","Gabriel","","1","Pid"
"3937","Gabriel","","1","Printf (“hello world”)"
"3938","Gabriel","","2","Mahjong"
"3939","Gabriel","","1","Economic crisis 2 @kud_nt"
"3940","O chin chin ga daisuki nandayo","","3","Economic crisis 2 @kud_nt"
"3943","Mahjong","","1","Economic crisis 2 @kud_nt"
"3944","Gabriel","","2","Smile"
"3945","Gabriel","","1","We are still?"
"3946","Gabriel","","2","Eee lousy drawing"
"3947","Gabriel","","1","Much Low quality"
"3948","How are you doing","","1","Much Low quality"
"3949","Eee lousy drawing","","1","Much Low quality"
"3950","Gabriel","","21","What time is it?"
"3951","Gabriel","","1","What created anime"
"3952","Gabriel","","2","What time is ITV"
"3953","Gabriel","","2","What do you think of Gabriel"
"3954","Gabriel","","2","He’s a gay shit"
"3955","Ore wa?","","1","He’s a gay shit"
"3956","O chin chin ga daisuki nandayo","","2","He’s a gay shit"
"3957","name","","1","He’s a gay shit"
"3958","Who is Jie Ling","","1","He’s a gay shit"
"3959","Who is Gabriel","","1","He’s a gay shit"
"3960","What do you think of Gabriel","","1","He’s a gay shit"
"3961","Gabriel","","1","Tell Gabriel to get a life"
"3962","Gabriel","","1","What is wilson"
"3963","Gabriel","","1","Linix"
"3964","Gabriel","","1","While true: bob"
"3965","Gabriel","","1","Koreans"
"3966","Gabriel","","2","❤️"
"3967","Gabriel","","1","Love pepek"
"3968","O chin chin ga daisuki nandayo","","1","Love pepek"
"3969","❤️","","1","Love pepek"
"3970","Gabriel","","1","I love to suck"
"3971","Gabriel","","1","Fuck u"
"3972","Nani oshimashka","","1","Fuck u"
"3973","Who sucks your Dick?","","1","Fuck u"
"3974","While true: Suck my dick","","1","Fuck u"
"3975","I love to suck","","1","Fuck u"
"3976","Hello","","12","Burj Khalifa"
"3977","Hello","","4","James"
"3978","Hello","","1","Screw u chinchin"
"3979","Hello","","1","Sure"
"3980","Who are you?","","2","Sure"
"3981","Hello chinchin","","1","Sure"
"3982","who the fuck are you","","1","Sure"
"3983","Screw u chinchin","","1","Sure"
"3984","Hello","","86","Ace"
"3985","Ace","","1","Who is ace"
"3986","Ace","","1","Who is Justin"
"3987","Ace","","2","Who is Marcus"
"3988","Ace","","1","Who is Wilson"
"3989","Ace","","1","Who is Arjo"
"3990","Ace","","11","Burj Khalifa"
"3991","Ace","","1","Example of converse error"
"3992","Ace","","2","Tell me a secret"
"3993","Ace","","1","What is Wilson hiding"
"3994","Ace","","3","Does Wilson have a dick"
"3995","Ace","","1","Does Justin have a dick?"
"3996","Ace","","1","Who is James"
"3997","Ace","","3","James"
"3998","Ace","","3","We are stile"
"3999","Ace","","3","Wilson’s favourite song"
"4000","Ace","","2","Wilson’s song"
"4002","Ace","","3","Tai Hao le"
"4003","Ace","","1","Gimme some Sze Chuan hot pot"
"4006","Ace","","1","Awesome"
"4008","Ace","","1","good boy"
"4009","Ace","","1","Then tell Gabriel to go fap"
"4010","Ace","","2","Cats"
"4011","Ace","","1","Show me serval"
"4012","Ace","","2","Wish Wilson Happy Birthday"
"4013","Ace","","1","Happy Birthday to my lordly creator"
"4014","Ore wa?","","2","Happy Birthday to my lordly creator"
"4015","Is Wilson a gay shit?","","1","Happy Birthday to my lordly creator"
"4016","Wish Wilson Happy Birthday","","1","Happy Birthday to my lordly creator"
"4017","Ace","","1","Gabriel is?"
"4018","Gay shit","","1","Wish Wilson Happy Birthday"
"4019","Gay shit","","1","Thanks xD Arjo"
"4020","Gay shit","","1","Arjo is awesome"
"4021","Something you dont have","","4","Arjo is awesome"
"4022","Thanks","","3","Arjo is awesome"
"4023","Thank you","","2","Arjo is awesome"
"4024","Gabriel","","1","Arjo is awesome"
"4025","O chin chin ga daisuki nandayo","","1","Arjo is awesome"
"4026","Sumimaesen","","4","Arjo is awesome"
"4027","Maplestory","","1","Arjo is awesome"
"4028","Sorry","","1","Arjo is awesome"
"4029","Thanks xD Arjo","","1","Arjo is awesome"
"4030","Gay shit","","1","Is Wilson still missing a dick"
"4031","Gay shit","","1","You don’t say"
"4032","Ore wa?","","2","You don’t say"
"4033","Wilson is such a dick","","1","You don’t say"
"4034","Is Wilson still missing a dick","","1","You don’t say"
"4035","Gay shit","","1","Fuck"
"4036","Gay shit","","1","Wilson's favorite website"
"4037","Gay shit","","10","Burj Khalifa"
"4038","Gay shit","","11","Microsoft"
"4039","Gay shit","","3","Marcus"
"4040","Gay shit","","5","Hi"
"4041","Gay shit","","1","Omangko"
"4042","Gay shit","","2","does wilson have a dick"
"4043","Gay shit","","1","is wilson gay"
"4044","Gay shit","","1","how is wilson"
"4045","Gay shit","","1","no"
"4046","Gay shit","","1","he loves cats"
"4047","Gay shit","","1","say wilson loves vats"
"4048","O chin chin ga daisuki nandayo","","3","say wilson loves vats"
"4049","cats","","2","say wilson loves vats"
"4050","show me some cats","","1","say wilson loves vats"
"4051","he loves cats","","1","say wilson loves vats"
"4052","Gay shit","","1","cats"
"4053","Gay shit","","1","roger"
"4054","Gay shit","","1","wilson loves?"
"4055","Gay shit","","1","say wilson loves cats"
"4056","Wilson dick?","","1","say wilson loves cats"
"4057","wilson loves?","","1","say wilson loves cats"
"4058","Gay shit","","1","what does wilson love?"
"4059","Gay shit","","1","and a cat"
"4060","Gay shit","","1","Hi chinchin"
"4061","Gay shit","","1","Harder"
"4062","Gay shit","","8","Apple"
"4063","","","8","Apple"
"4064","Gay shit","","3","hi"
"4065","Gay shit","","3","Steve Jobs"
"4066","Gay shit","","1","Mathew"
"4067","Gay shit","","5","Matthew"
"4068","Gay shit","","2","Arjo"
"4069","Gay shit","","2","Bye"
"4070","Gay shit","","2","CS1231"
"4071","Gay shit","","3","Korea"
"4072","123","","3","Korea"
"4073","CS1231","","3","Korea"
"4074","Gay shit","","1","Jalan"
"4075","Gay shit","","1","Japan"
"4076","Gay shit","","1","Malaysia"
"4077","Gay shit","","1","Indonesia"
"4078","Gay shit","","1","Pakistan"
"4079","Gay shit","","1","India"
"4080","Gay shit","","1","Iphone"
"4081","Gay shit","","1","Samsung"
"4082","Sumimaesen","","5","Steve Jobs"
"4083","Smu","","2","Steve Jobs"
"4084","Samsung","","2","Steve Jobs"
"4085","Gay shit","","3","Morning"
"4086","Gay shit","","7","hello"
"4087","Gay shit","","2","Printf hello world"
"4088","Gay shit","","17","Suck my dick"
"4089","Gay shit","","1","Who is Justin?"
"4091","Gay shit","","1","Converse error"
"4092","Gay shit","","4","Pepe"
"4093","Gay shit","","1","Should I go to that weird tsundere cafe?"
"4094","Gay shit","","2","Nope, no sane person should"
"4095","O chin chin suki suki","","3","Nope, no sane person should"
"4096","should i go discord","","2","Nope, no sane person should"
"4097","Should I go to that weird tsundere cafe?","","1","Nope, no sane person should"
"4098","Gay shit","","3","Eiffel Tower"
"4099","Gay shit","","3","Marina Bay Sands"
"4100","Gay shit","","14","Fuck you"
"4101","Gay shit","","2","Does Wilson have a dick"
"4102","Gay shit","","1","Tell Julian to fap la"
"4103","Gay shit","","9","Tell Gabriel to fap"
"4104","Gay shit","","5","Hardest problem on kattis"
"4105","Gay shit","","1","Morning Chin Chin"
"4109","Song","","61","Give me a song"
"4110","Hello","","59","Give me a song"
"4111","Hello","","16","Song please"
"4112","Hello","","51","Song"
"4113","Hello","","2","Wilson’s favourite song"
"4114","Hello","","1","Wilson’s song"
"4115","Hello","","1","Wilson’s favourite food"
"4116","Hello","","1","Best song"
"4117","Hello","","4","Show me a song"
"4118","Hello","","1","Tell Gabriel to fap to that girl"
"4119","Hello","","3","How are you doing?"
"4120","Hello","","16","Suck my dick"
"4121","https://www.youtube.com/watch?v=saOq9S8mfSc","","34","Cat"
"4125","https://www.youtube.com/watch?v=rwv_ERDCjDk","","1","Give me nekos"
"4126","https://www.youtube.com/watch?v=Bz_P78JJmA4","","2","Give me catgirl"
"4127","https://www.youtube.com/watch?v=Bz_P78JJmA4","","8","Give me neko"
"4128","https://www.youtube.com/watch?v=Bz_P78JJmA4","","43","Neko"
"4133","Fuck you","","12","Fuck you"
"4134","Fuck you","","118","Hello"
"4135","Hello","","6","Good morning"
"4136","Give me song","","8","Neko please"
"4137","Give me song","","41","Neko"
"4138","ore wa o chin chin ga daisuki nandayo!","","39","Neko"
"4139","Hai Domo virtual AI chinchin desu","","38","Neko"
"4140","Hai Domo virtual AI chinchin desu","","43","Give me a song"
"4141","Hai Domo virtual AI chinchin desu","","15","Give me a neko"
"4142","Hai Domo virtual AI chinchin desu","","1","Give me cat"
"4143","Give me a cat","","41","Give me a song"
"4144","Give me a song","","7","Neko please"
"4145","Give me a song","","36","Neko"
"4146","Neko","","40","Give me a song"
"4147","Neko","","9","Give me a cat"
"4148","Neko","","11","Give me a neko"
"4149","Neko","","2","Give me a catgirl"
"4150","Neko","","34","Neko"
"4151","Neko","","31","Cat"
"4152","Give me a song","","8","Give me a cat"
"4153","Give me a song","","29","Cat"
"4154","Cat","","37","Give me a song"
"4155","Cat","","46","Song"
"4156","Cat","","6","Neko please"
"4157","Cat","","7","Give me a cat"
"4158","Cat","","3","Show me a song"
"4159","ð","","2","Show me a song"
"4160","ð","","28","Cat"
"4161","ð","","1","Show me a cat"
"4162","ð","","3","Show me a catgirl"
"4163","ð","","15","Catgirl"
"4164","ð","","34","Give me a song"
"4165","ð","","1","Give me a sog"
"4166","ð","","1","Give me Song"
"4167","ð","","44","Song"
"4168","ð","","1","Give Song"
"4169","ð","","4","Give me song"
"4170","ð","","7","Give me neko"
"4171","ð","","5","Neko please"
"4172","Justin’s fap material","","21","Cat"
"4173","Imouto san","","21","Cat"
"4174","wow","","21","Cat"
"4175","No","","21","Cat"
"4176","Nekopara","","21","Cat"
"4177","Neko please","","21","Cat"
"4178","Justin’s fap material","","4","Neko please"
"4179","Justin’s fap material","","2","Dog"
"4180","Justin’s fap material","","43","Song"
"4181","Justin’s fap material","","101","Hello"
"4182","Hello","","3","Play a song"
"4183","Waste of parents money","","2","Play a song"
"4184","Waste of parents money","","21","Give me a song"
"4185","Waste of parents money","","31","Neko"
"4186","Waste of parents money","","1","Wilson’s favourite song"
"4187","Waste of parents money","","1","Dog"
"4188","Waste of parents money","","41","Song"
"4189","Waste of parents money","","7","What time is it"
"4190","Waste of parents money","","6","Give me a cat"
"4191","Waste of parents money","","2","Cat please"
"4192","Waste of parents money","","7","Song please"
"4193","Waste of parents money","","100","Hello"
"4194","Waste of parents money","","2","What is your purpose?"
"4195","Waste of parents money","","1","Who created you?"
"4196","Waste of parents money","","3","Do you know the way?"
"4197","Waste of parents money","","1","Do you noe da wae?"
"4198","Waste of parents money","","2","World’s tallest building"
"4199","Waste of parents money","","1","My dick"
"4200","World’s tallest building","","1","My dick"
"4201","Waste of parents money","","1","Tallest building"
"4202","Waste of parents money","","5","What day is it?"
"4203","Waste of parents money","","6","Tell Marcus to fap"
"4204","Waste of parents money","","2","Tell Julian to fap"
"4205","Waste of parents money","","6","Give me neko"
"4206","Waste of parents money","","4","song"
"4207","Waste of parents money","","4","give me a song"
"4208","Waste of parents money","","1","son"
"4209","Waste of parents money","","1","song please"
"4210","Waste of parents money","","5","fuck you"
"4211","Waste of parents money","","1","wilson's favourite song"
"4212","Waste of parents money","","1","favourite song"
"4213","Waste of parents money","","9","Give me a neko"
"4214","Waste of parents money","","19","Cat"
"4215","Waste of parents money","","1","You give me a song"
"4216","Hello","","8","Give me a neko"
"4217","Hello","","1","Give me a song too"
"4218","Hello","","3","Neko please"
"4219","Hello","","64","Hello world"
"4220","Hello","","1","Printf hello world"
"4221","Hello","","1","While true: suck my dick"
"4222","Hello","","2","What day is it"
"4223","Hello","","3","Give me song"
"4224","Hello","","2","Gimme a song"
"4225","Hello","","2","Gimme a neko"
"4226","Hello","","4","Gimme a cat"
"4227","Hello","","1","Gimme another cat"
"4228","Hello","","18","Cat"
"4229","Hello","","5","Give me a cat"
"4230","Hello","","1","Cat please"
"4231","Hello","","2","Give me another song"
"4232","Hello","","1","Ok give me a neko"
"4233","Hello","","1","Yes Neko"
"4234","Hello","","1","Roger"
"4235","Hello","","1","What is rogerer"
"4236","Hello","","1","What is Burj Khalifa"
"4237","Hello","","1","Understood"
"4238","Hello","","1","Wakarimashita"
"4239","Master race","","2","Wakarimashita"
"4240","Very good!","","1","Wakarimashita"
"4241","Understood","","1","Wakarimashita"
"4242","Hello","","1","A song"
"4243","Waste of parents money","","1","Gimme a dog"
"4244","Waste of parents money","","2","Gimme a cat"
"4245","Waste of parents money","","1","No cat"
"4246","Waste of parents money","","1","Wilsons favourite song"
"4247","Waste of parents money","","1","do you noe da wae?"
"4248","Waste of parents money","","1","gimme a song"
"4249","Waste of parents money","","1","Gimme a song"
"4250","Waste of parents money","","1","song la"
"4251","Give me a neko","","1","Yes neko"
"4252","Give me a neko","","1","Give me a music"
"4253","Give me a neko","","11","Cat"
"4254","Cat","","10","Cat"
"4255","Cat","","1","Gimme a cat"
"4256","Cat","","1","Show me a kitty"
"4257","ð","","1","Kitty"
"4258","ð","","2","Show me a catgirl"
"4259","ð","","1","Show me a neko"
"4260","Show me a neko","","1","Show me a catgirl"
"4261","Show me a neko","","14","Catgirl"
"4262","Show me a neko","","9","Cat"
"4263","https://cdn.nekos.life/neko/neko292.jpg","","1","Make me a cat waifu"
"4264","https://cdn.nekos.life/neko/neko292.jpg","","67","Waifu"
"4265","Waifu","","1","Then make me a waifu"
"4267","Waifu","","9","Make me a waifu"
"4268","Waifu","","1","On a side note , Wilson has no dick"
"4269","O chin chin ga daisuki nandayo","","2","On a side note , Wilson has no dick"
"4270","What’s a waifu?","","1","On a side note , Wilson has no dick"
"4271","Make me a waifu","","1","On a side note , Wilson has no dick"
"4272","Give Marcus cancer","","36","Cancer"
"4273","He is a cute crossdresser","","1","Essentially Gabriel"
"4274","Ace","","102","Essentially Gabriel"
"4275","Cancer","","1","Essentially Gabriel"
"4276","He is a cute crossdresser","","35","Cancer"
"4277","He is a cute crossdresser","","6","Give me cancer"
"4278","He is a cute crossdresser","","12","Song"
"4279","He is a cute crossdresser","","1","Fuck Sony"
"4280","He is a cute crossdresser","","4","Music"
"4281","He is a cute crossdresser","","2","Soh"
"4282","He is a cute crossdresser","","1","Music makes the world go round"
"4283","O chin chin ga daisuki nandayo","","1","Music makes the world go round"
"4284","Amin","","1","Music makes the world go round"
"4285","Justin","","1","Music makes the world go round"
"4286","Music","","1","Music makes the world go round"
"4287","He is a cute crossdresser","","16","Give me a waifu"
"4288","He is a cute crossdresser","","13","Catgirl"
"4289","He is a cute crossdresser","","1","Get your catgirl obsession fixed leh ð"
"4290","Song","","59","Get your catgirl obsession fixed leh ð"
"4291","Hello","","57","Get your catgirl obsession fixed leh ð"
"4292","Hai Domo virtual AI chinchin desu","","41","Get your catgirl obsession fixed leh ð"
"4293","Give me a cat","","39","Get your catgirl obsession fixed leh ð"
"4294","Neko","","38","Get your catgirl obsession fixed leh ð"
"4295","Cat","","35","Get your catgirl obsession fixed leh ð"
"4296","ð","","32","Get your catgirl obsession fixed leh ð"
"4297","Waste of parents money","","19","Get your catgirl obsession fixed leh ð"
"4298","Catgirl","","1","Get your catgirl obsession fixed leh ð"
"4299","He is a cute crossdresser","","1","Catgirl la"
"4300","He is a cute crossdresser","","29","Neko"
"4301","He is a cute crossdresser","","1","give me a waifu"
"4302","Raining shit https://youtu.be/SxLcO2kodFU","","1","Maplestory bgm? ð"
"4303","Imouto san","","2","Maplestory bgm? ð"
"4304","Ame ame ame","","1","Maplestory bgm? ð"
"4305","Play me a bgm","","1","Maplestory bgm? ð"
"4306","Raining shit https://youtu.be/SxLcO2kodFU","","1","Play bgm"
"4307","Raining shit https://youtu.be/SxLcO2kodFU","","1","Bgm?"
"4308","Raining shit https://youtu.be/SxLcO2kodFU","","2","Play me a bgm"
"4309","Raining shit https://youtu.be/SxLcO2kodFU","","1","Maplestory"
"4310","Maplestory","","18","Bgm"
"4311","Bgm","","9","Song"
"4312","Weeb music","","6","Weeb music please"
"4313","Weeb music","","2","Play me a song"
"4314","Weeb music","","7","Song"
"4315","Song","","6","Song"
"4316","Song","","1","Play me a song"
"4317","Song","","28","Neko"
"4318","Neko","","64","Weeb music"
"4319","Neko","","6","What time is it"
"4341","Hello","","13","Give me a waifu"
"4342","Hello","","53","Weeb music"
"4343","Hello","","7","Lousy anime"
"4344","Hello","","4","Indeed"
"4345","O chin chin suki suki","","5","Indeed"
"4346","Best anime?","","3","Indeed"
"4347","Lousy anime","","3","Indeed"
"4348","Hello","","7","Catgirl"
"4349","Hello","","27","Neko"
"4350","Hello","","5","Make me a waifu"
"4351","Hello","","1","Give Tze Guang cancer"
"4352","Hello","","13","Mamamama"
"4353","Hello","","1","Oh to to to~ https://www.youtube.com/watch?v=Sx3JSl9Rdl0"
"4354","Imouto san","","2","Oh to to to~ https://www.youtube.com/watch?v=Sx3JSl9Rdl0"
"4355","Ame ame ame","","1","Oh to to to~ https://www.youtube.com/watch?v=Sx3JSl9Rdl0"
"4356","Mamamama","","1","Oh to to to~ https://www.youtube.com/watch?v=Sx3JSl9Rdl0"
"4357","Hello","","1","Next weeb music please"
"4358","Hello","","1","Good"
"4359","Hello","","1","Next weeb music"
"4360","Hello","","4","Good boy"
"4361","Hello","","27","Cancer"
"4362","Hello","","1","True cancer"
"4363","Hello","","3","Cancer please"
"4364","Hello","","1","Wilson’s favourite toy"
"4365","Hello","","5","Tell Marcus to fap"
"4366","Hello","","11","Tell Tze Guang to fap"
"4367","Hello","","1","But got hull leak..."
"4368","Tze Guang","","2","But got hull leak..."
"4369","Tell Gabriel to fap","","1","But got hull leak..."
"4370","Tell Tze Guang to fap","","1","But got hull leak..."
"4371","Hello","","6","Tell Arjo to fap"
"4372","Hello","","1","Tell ace to fap"
"4373","Hello","","4","Tell Wilson to fap"
"4374","Hello","","2","A dick"
"4375","Hello","","1","Arjo"
"4376","Hello","","1","Tze Guang"
"4377","Hello","","1","ども始めまして"
"4378","Ore wa?","","1","Ohaiyo"
"4379","best anime ","","2","Ohaiyo"
"4380","best anime character","","1","Ohaiyo"
"4381","What’s the best anime","","1","Ohaiyo"
"4382","そうだよ！","","1","Ohaiyo"
"4383","はいどうも","","1","Ohaiyo"
"4384","ども始めまして","","1","Ohaiyo"
"4385","Hello","","1","Ohayo"
"4386","Hello","","2","More nekos"
"4387","Hello","","1","Konichiwa"
"4388","Hello","","1","Hello?"
"4389","Hello","","1","Lol"
"4390","Hello","","2","No"
"4391","Hello","","4","Matthew"
"4392","Hello","","4","Wilson"
"4393","Hello","","2","Park"
"4394","Hello","","1","Junhyuk"
"4395","Hello","","1","The Descendent of the sun"
"4396","Jutsu","","1","The Descendent of the sun"
"4397","Junhyuk","","1","The Descendent of the sun"
"4398","Hello","","2","C"
"4399","He is a cute crossdresser","","1","Better than python"
"4400","Ace","","106","Better than python"
"4401","C","","1","Better than python"
"4402","He is a cute crossdresser","","1","C"
"4403","He is a cute crossdresser","","1","Hi Wilson"
"4404","He is a cute crossdresser","","1","Putra"
"4405","He is a cute crossdresser","","1","Morning"
"4406","He is a cute crossdresser","","1","Weeb music to start the morning with"
"4407","He is a cute crossdresser","","47","Weeb music"
"4408","He is a cute crossdresser","","1","Kimi no nawa better"
"4409","He is a cute crossdresser","","2","Indeed"
"4410","Ore wa?","","3","Indeed"
"4411","Amin","","5","Indeed"
"4412","Minna ga?","","2","Indeed"
"4413","Kimi no Na Wa","","2","Indeed"
"4414","Kimi no nawa better","","2","Indeed"
"4415","He is a cute crossdresser","","10","Mamamama"
"4416","He is a cute crossdresser","","1","Konnichiwa"
"4417","Phuacus","","1","Konnichiwa"
"4418","Putra","","1","Konnichiwa"
"4419","He is a cute crossdresser","","1","wilson's favourite toy"
"4420","He is a cute crossdresser","","13","Suck my dick"
"4421","He is a cute crossdresser","","9","Tell Tze Guang to fap"
"4422","He is a cute crossdresser","","2","Who is tze guang"
"4423","He is a cute crossdresser","","3","Wilson"
"4424","He is a cute crossdresser","","2","Give me a song"
"4425","He is a cute crossdresser","","1","What is chinchin"
"4426","He is a cute crossdresser","","3","Dick"
"4427","He is a cute crossdresser","","1","Ore wa"
"4428","O chin chin ga daisuki nandayo","","3","Give me a neko"
"4429","O chin chin ga daisuki nandayo","","5","Weeb music please"
"4430","O chin chin ga daisuki nandayo","","45","Weeb music"
"4431","O chin chin ga daisuki nandayo","","5","Give Gabriel cancer"
"4432","O chin chin ga daisuki nandayo","","26","Cancer"
"4433","O chin chin ga daisuki nandayo","","1","Wilson bu hui reply"
"4434","O chin chin ga daisuki nandayo","","2","@wilsonxler waaa bu hui reply ahhhh HUH CB BU HUI REPLY AH"
"4435","Ore wa?","","4","@wilsonxler waaa bu hui reply ahhhh HUH CB BU HUI REPLY AH"
"4436","Suckadeek :>","","9","@wilsonxler waaa bu hui reply ahhhh HUH CB BU HUI REPLY AH"
"4437","He is a cute crossdresser","","8","@wilsonxler waaa bu hui reply ahhhh HUH CB BU HUI REPLY AH"
"4438","Wilson's girlfriend","","6","@wilsonxler waaa bu hui reply ahhhh HUH CB BU HUI REPLY AH"
"4439","Who are you?","","5","@wilsonxler waaa bu hui reply ahhhh HUH CB BU HUI REPLY AH"
"4440","Gabriel","","3","@wilsonxler waaa bu hui reply ahhhh HUH CB BU HUI REPLY AH"
"4441","wilson's most frequently visited website","","2","@wilsonxler waaa bu hui reply ahhhh HUH CB BU HUI REPLY AH"
"4442","Wilson dick?","","1","@wilsonxler waaa bu hui reply ahhhh HUH CB BU HUI REPLY AH"
"4443","wilson's website","","1","@wilsonxler waaa bu hui reply ahhhh HUH CB BU HUI REPLY AH"
"4444","Wilson bu hui reply","","1","@wilsonxler waaa bu hui reply ahhhh HUH CB BU HUI REPLY AH"
"4445","O chin chin ga daisuki nandayo","","1","wilson bu hui reply"
"4446","O chin chin ga daisuki nandayo","","6","Mamamama"
"4447","O chin chin ga daisuki nandayo","","1","Tell Wilson faster reply leh"
"4448","O chin chin ga daisuki nandayo","","1","@wilsonxler but no dick no talk"
"4449","Tell Wilson he’s a weeb","","1","@wilsonxler but no dick no talk"
"4450","Tell Wilson faster reply leh","","1","@wilsonxler but no dick no talk"
"4451","O chin chin ga daisuki nandayo","","10","Give me a waifu"
"4452","O chin chin ga daisuki nandayo","","1","Penis"
"4453","O chin chin ga daisuki nandayo","","1","Something Matthew wants"
"4454","Englis","","1","Something Matthew wants"
"4455","Penis","","1","Something Matthew wants"
"4456","O chin chin ga daisuki nandayo","","3","give me waifu"
"4457","O chin chin ga daisuki nandayo","","2","what time is it"
"4462","O chin chin ga daisuki nandayo","","2","cat"
"4463","O chin chin ga daisuki nandayo","","4","fuck you"
"4464","O chin chin ga daisuki nandayo","","6","hello"
"4465","O chin chin ga daisuki nandayo","","3","suck my dick"
"4466","O chin chin ga daisuki nandayo","","1","give me cancer"
"4467","O chin chin ga daisuki nandayo","","2","catgirl"
"4468","O chin chin ga daisuki nandayo","","3","Give me neko"
"4469","O chin chin ga daisuki nandayo","","1","Give me a cat"
"4470","O chin chin ga daisuki nandayo","","61","Waifu"
"4471","O chin chin ga daisuki nandayo","","11","Bgm"
"4472","Waifu","","8","Give me a waifu"
"4473","Waifu","","13","mamamama"
"4474","Waifu","","84","Hello"
"4475","Waifu","","1","Can you speak English?"
"4476","Waifu","","2","How are you doing?"
"4477","Waifu","","3","Who is your creator"
"4478","O chin chin suki suki","","3","Who is your creator"
"4479","Do you suck deeks","","3","Who is your creator"
"4480","Can you speak English?","","3","Who is your creator"
"4481","Waifu","","16","What time is it?"
"4482","Waifu","","1","Ummm"
"4483","Waifu","","1","What do you like doing"
"4484","O chin chin ga daisuki nandayo","","2","What do you like doing"
"4485","Gabriel","","1","What do you like doing"
"4486","Imouto san","","1","What do you like doing"
"4487","wow","","1","What do you like doing"
"4488","No","","1","What do you like doing"
"4489","Ntu","","1","What do you like doing"
"4490","Cunt","","1","What do you like doing"
"4491","Cum","","1","What do you like doing"
"4492","Ummm","","1","What do you like doing"
"4493","Waifu","","2","What’s the weather like"
"4494","Waifu","","8","Microsoft"
"4495","Waifu","","1","Who is your creator?"
"4496","Waifu","","1","What’s the weather like?"
"4497","Waifu","","21","Neko"
"4498","Waifu","","57","Waifu"
"4499","Waifu","","1","Give me a song"
"4500","Waifu","","5","Song"
"4501","Waifu","","1","Soh"
"4502","Waifu","","2","Cat"
"4503","Waifu","","1","Give me a weeb music"
"4504","Waifu","","11","Suck my dick"
"4505","Waifu","","1","Watshiwa kira desu"
"4506","Waifu","","2","Hi"
"4507","What’s a joke","","2","Hi"
"4508","Watshiwa kira desu","","2","Hi"
"4509","","","80","Hello"
"4510","Waifu","","1","Can you speak english?"
"4511","Waifu","","1","GOD"
"4512","Waifu","","1","How are you doing today’s"
"4513","Waifu","","1","Who is Marcus"
"4514","","","1","Who is Marcus"
"4515","Waifu","","1","Who is marcus"
"4516","Waifu","","4","Who is amin"
"4517","Waifu","","1","Amin is?"
"4518","Awesomely cute","","1","A great person, awesome personality, Most UwU person you'll ever meet. Plus point : he dances"
"4519","Amin","","107","A great person, awesome personality, Most UwU person you'll ever meet. Plus point : he dances"
"4520","Amin is?","","1","A great person, awesome personality, Most UwU person you'll ever meet. Plus point : he dances"
"4521","Awesomely cute","","7","Thanks"
"4522","Awesomely cute","","1","Best girl"
"4523","Awesomely cute","","1","How ya doing?"
"4524","Awesomely cute","","1","what day is it"
"4525","Awesomely cute","","1","I see"
"4526","Awesomely cute","","3","Best anime"
"4527","Awesomely cute","","1","Nothing"
"4528","Mahouka tatsuya","","3","Nothing"
"4529","O chin chin ga daisuki nandayo","","3","Nothing"
"4530","Gay shit","","3","Nothing"
"4531","Haish","","3","Nothing"
"4532","Hi there","","3","Nothing"
"4533","Hello","","2","Nothing"
"4534","Yo","","2","Nothing"
"4535","Hi","","1","Nothing"
"4536","Yo yo","","1","Nothing"
"4537","I see","","1","Nothing"
"4538","Awesomely cute","","1","Give me more cats"
"4539","Awesomely cute","","40","Weeb music"
"4540","Awesomely cute","","1","Best girl?"
"4541","Awesomely cute","","1","No, it miku"
"4542","Awesomely cute","","1","Miku is best girl"
"4543","Are you gay?","","3","Miku is best girl"
"4544","Nico","","2","Miku is best girl"
"4545","Imouto san","","1","Miku is best girl"
"4546","Nico Nico Mui","","1","Miku is best girl"
"4547","No, it miku","","1","Miku is best girl"
"4548","Awesomely cute","","1","Repeat after me, Miku is best girl"
"4549","Awesomely cute","","15","What time is it?"
"4550","Who is best girl?","","15","What time is it?"
"4551","Repeat after me, Miku is best girl","","15","What time is it?"
"4552","Awesomely cute","","1","What's the time now?"
"4553","Awesomely cute","","53","Amin"
"4554","Amin","","1","Stop what?"
"4555","O chin chin ga daisuki nandayo","","3","Does Gabriel have a dick"
"4556","O chin chin ga daisuki nandayo","","1","does wilson have a dick"
"4557","O chin chin ga daisuki nandayo","","1","does marcus have a dick"
"4558","O chin chin ga daisuki nandayo","","1","does chinchin have a dick"
"4559","O chin chin ga daisuki nandayo","","1","does have a dick"
"4560","O chin chin ga daisuki nandayo","","1","do guys have a dick"
"4561","O chin chin ga daisuki nandayo","","1","Whats a chinchin"
"4562","O chin chin ga daisuki nandayo","","1","Does Julian have a dick"
